# Writting to the csv file.,,,,,,,,,,,
,AlexNet Score,AlexNet Alt,,ResNet Score,ResNet Alt,,DenseNet Score,DenseNet Alt,,,
From./output/alexnet/images/train/,,,,,,,,,,Average AlexNet Score,1.012409192
COCO_train2014_000000008848.jpg,1.009904728,0.990192413,,1.020611252,0.979804993,,1.149719088,0.869777679,,,
COCO_train2014_000000008856.jpg,1.005295997,0.994731903,,1.015176687,0.985050201,,1.017454114,0.982845306,,,
COCO_train2014_000000008936.jpg,1.051646809,0.950889587,,1.045485545,0.956493378,,1.091257254,0.916374207,,,
COCO_train2014_000000009012.jpg,1.034763971,0.966403961,,1.150672906,0.869056702,,1.146967456,0.871864319,,,
COCO_train2014_000000009057.jpg,1.003579509,0.996433258,,1.024824664,0.975776672,,1.018291996,0.982036591,,,
COCO_train2014_000000009119.jpg,1.003237683,0.996772766,,1.13749143,0.879127502,,1.092626323,0.915225983,,,
COCO_train2014_000000009148.jpg,1.017928217,0.982387543,,1.061767398,0.941825867,,1.041282855,0.960353851,,,
COCO_train2014_000000009425.jpg,1.006681925,0.993362427,,1.06986634,0.934696198,,1.042359369,0.95936203,,,
COCO_train2014_000000009460.jpg,1.013704563,0.986480713,,1.100368127,0.908786774,,1.078360312,0.927333832,,,
COCO_train2014_000000009462.jpg,1.013669285,0.986515045,,1.051090208,0.951393127,,1.075070026,0.930171967,,,
COCO_train2014_000000009479.jpg,1.014536279,0.985671997,,1.029327574,0.971508026,,1.03470679,0.966457367,,,
COCO_train2014_000000009511.jpg,1.012353975,0.987796783,,1.10348079,0.906223297,,1.059360288,0.943965912,,,
COCO_train2014_000000009615.jpg,1.006480941,0.993560791,,1.021868446,0.978599548,,1.031733975,0.969242096,,,
COCO_train2014_000000009656.jpg,1.019285803,0.981079102,,1.046934407,0.955169678,,1.046934407,0.955169678,,,
COCO_train2014_000000009708.jpg,1.007912767,0.992149353,,1.114221472,0.89748764,,1.001627706,0.998374939,,,
COCO_train2014_000000009712.jpg,1.00446781,0.995552063,,1.017304073,0.982990265,,1.010932902,0.989185333,,,
COCO_train2014_000000009760.jpg,1.008537078,0.991535187,,1.022781452,0.977725983,,1.153416991,0.866989136,,,
COCO_train2014_000000009789.jpg,1.006832716,0.993213654,,1.014850489,0.985366821,,1.032083309,0.968914032,,,
COCO_train2014_000000009843.jpg,1.008715595,0.991359711,,1.025221455,0.975399017,,1.025686774,0.974956512,,,
COCO_train2014_000000009866.jpg,1.024024001,0.976539612,,1.129658358,0.885223389,,1.083203861,0.923187256,,,
COCO_train2014_000000009919.jpg,1.041638686,0.960025787,,1.142284447,0.87543869,,1.081099807,0.924983978,,,
COCO_train2014_000000010046.jpg,1.03231904,0.96869278,,1.070202655,0.934402466,,1.091920892,0.915817261,,,
COCO_train2014_000000010083.jpg,1.008917472,0.991161346,,1.108140783,0.902412415,,1.039169438,0.962306976,,,
COCO_train2014_000000010175.jpg,1,1,,1.078710867,0.927032471,,1.055563833,0.947360992,,,
COCO_train2014_000000010176.jpg,1.006511856,0.993530273,,1.03374792,0.967353821,,1.032595551,0.96843338,,,
COCO_train2014_000000010229.jpg,1.02545005,0.97518158,,1.08740506,0.919620514,,1.084364361,0.922199249,,,
COCO_train2014_000000010230.jpg,1.002113987,0.997890472,,1.056891623,0.946170807,,1.028665157,0.972133636,,,
COCO_train2014_000000010346.jpg,1.010586049,0.989524841,,1.035356567,0.96585083,,1.052799833,0.949848175,,,
COCO_train2014_000000010540.jpg,1.014579471,0.985630035,,1.064855511,0.939094543,,1.060281508,0.943145752,,,
COCO_train2014_000000010545.jpg,1.025153297,0.975463867,,1.095640326,0.912708282,,1.097778429,0.910930634,,,
COCO_train2014_000000010701.jpg,1.004579439,0.995441437,,1.063373911,0.940402985,,1.007002893,0.993045807,,,
COCO_train2014_000000010728.jpg,1.011955359,0.988185883,,1.057381876,0.945732117,,1.140629351,0.876708984,,,
COCO_train2014_000000010817.jpg,1.017904502,0.982410431,,1.072207452,0.932655334,,1.057898199,0.945270538,,,
COCO_train2014_000000010877.jpg,1.000003815,0.999996185,,1.070880295,0.933811188,,1.051343135,0.951164246,,,
COCO_train2014_000000010881.jpg,1.001111311,0.998889923,,1.100802473,0.908428192,,1.08895443,0.918312073,,,
COCO_train2014_000000011075.jpg,1.004771962,0.995250702,,1.067839831,0.936470032,,1.04441505,0.957473755,,,
COCO_train2014_000000011147.jpg,1.018042859,0.982276917,,1.040650407,0.9609375,,1.068305465,0.936061859,,,
COCO_train2014_000000011265.jpg,1.002788669,0.997219086,,1.020873575,0.979553223,,1.027560336,0.973178864,,,
COCO_train2014_000000011271.jpg,1.000003815,0.999996185,,1.000423611,0.999576569,,1.000007629,0.999992371,,,
COCO_train2014_000000011282.jpg,1.089601683,0.917766571,,1.214309868,0.823513031,,1.077017888,0.928489685,,,
COCO_train2014_000000011326.jpg,1.011256587,0.988868713,,1.049840007,0.952526093,,1.097576191,0.91109848,,,
COCO_train2014_000000011373.jpg,1.002412882,0.997592926,,1.067522387,0.936748505,,1.04166766,0.959999084,,,
COCO_train2014_000000011403.jpg,1.002685108,0.997322083,,1.09877692,0.910102844,,1.103397186,0.906291962,,,
COCO_train2014_000000011426.jpg,1.027939095,0.972820282,,1.055436336,0.947475433,,1.046328486,0.955722809,,,
COCO_train2014_000000011485.jpg,1.032916979,0.968132019,,1.086004043,0.920806885,,1.218786904,0.820487976,,,
COCO_train2014_000000011487.jpg,1.010550987,0.989559174,,1.031376761,0.969577789,,1.025746975,0.974899292,,,
COCO_train2014_000000011569.jpg,1.017671356,0.982635498,,1.137511174,0.879112244,,1.064613335,0.939308167,,,
COCO_train2014_000000011576.jpg,1.000309086,0.99969101,,1.023472272,0.97706604,,1.033906928,0.967205048,,,
COCO_train2014_000000011635.jpg,1.008125954,0.991939545,,1.118748373,0.893856049,,1.043168216,0.958618164,,,
COCO_train2014_000000011638.jpg,1.014819059,0.985397339,,1.08174668,0.924430847,,1.05828684,0.944923401,,,
COCO_train2014_000000011720.jpg,1.001386655,0.998615265,,1.016739842,0.983535767,,1.0266227,0.974067688,,,
COCO_train2014_000000011754.jpg,1.020778169,0.979644775,,1.020921284,0.979507446,,1.029869451,0.970996857,,,
COCO_train2014_000000011774.jpg,1.013089501,0.98707962,,1.068915321,0.935527802,,1.039635138,0.961875916,,,
COCO_train2014_000000011826.jpg,1.008967954,0.991111755,,1.191574469,0.839225769,,1.018786678,0.981559753,,,
COCO_train2014_000000011849.jpg,1.008820405,0.991256714,,1.141091102,0.876354218,,1.06708784,0.937129974,,,
COCO_train2014_000000012044.jpg,1.001979926,0.998023987,,1.063939283,0.939903259,,1.060440205,0.943004608,,,
COCO_train2014_000000012109.jpg,1.002968994,0.997039795,,1.089850831,0.917556763,,1.031348357,0.969604492,,,
COCO_train2014_000000012145.jpg,1.009026209,0.991054535,,1.026248928,0.974422455,,1.064587394,0.939331055,,,
COCO_train2014_000000012156.jpg,1.005924789,0.994110107,,1.055194178,0.947692871,,1.101255666,0.908054352,,,
COCO_train2014_000000012240.jpg,1.000492338,0.999507904,,1.035442448,0.965770721,,1.035446538,0.965766907,,,
COCO_train2014_000000012307.jpg,1.000461792,0.999538422,,1.032229612,0.968776703,,1.012569045,0.987586975,,,
COCO_train2014_000000012408.jpg,1.000251833,0.99974823,,1.095896825,0.912494659,,1.022266938,0.978218079,,,
COCO_train2014_000000012428.jpg,1.030659024,0.970252991,,1.063434304,0.940349579,,1.037873449,0.963508606,,,
COCO_train2014_000000012556.jpg,1.018996568,0.981357574,,1.029982751,0.970890045,,1.102371741,0.90713501,,,
COCO_train2014_000000012612.jpg,1,1,,1.001822928,0.998180389,,1.003637143,0.996376038,,,
COCO_train2014_000000012650.jpg,1.030808976,0.970111847,,1.064764682,0.939174652,,1.112599421,0.898796082,,,
COCO_train2014_000000012698.jpg,1.032294649,0.968715668,,1.031287496,0.969661713,,1.051161858,0.951328278,,,
COCO_train2014_000000012711.jpg,1.007029971,0.993019104,,1.031226643,0.969718933,,1.038560126,0.962871552,,,
COCO_train2014_000000012726.jpg,1.005230462,0.994796753,,1.020770219,0.979652405,,1.042765709,0.95898819,,,
COCO_train2014_000000012784.jpg,1.000164059,0.999835968,,1.015231729,0.984996796,,1.03081303,0.970108032,,,
